Authors,Title,Year,Source title,Link,Document Type,Source,EID
"Greene R.W.","Collaborative problem solving can transform school discipline",2011,"Phi Delta Kappan","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053644618&partnerID=40&md5=5ac92d224c9471bffaf7679b01954118",Article,Scopus,2-s2.0-80053644618
"Jacobsen K.","Profiling urban IDPs: How IDPs differ from their non-IDP neighbours in three cities",2011,"The Migration-Displacement Nexus: Patterns, Processes and Policies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910659695&partnerID=40&md5=7918d496fe4cbfe68d197df82dd2d426",Book,Scopus,2-s2.0-84910659695
"Mazzotti J.A.","Eye to the movies: New Latin American film and literature by Fernando Birri and Jorge Ruffinelli: Introduction [Ojo al cine: Nuevo cine y literatura Latinoamericanos a cargo de Fernando Birri y Jorge Ruffinelli: Presentación]",2011,"Revista de Critica Literaria Latinoamericana","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052498729&partnerID=40&md5=48c3d1ae185480ca08ce18bdbf4f70fa",Editorial,Scopus,2-s2.0-80052498729
"Martel W.C.","Victory in scholarship on strategy and war",2011,"Cambridge Review of International Affairs","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860730569&doi=10.1080%2f09557571.2011.617356&partnerID=40&md5=767994031e841fde5d424505ab19974b",Article,Scopus,2-s2.0-84860730569
"Lemons G.","Diverse perspectives of creativity testing: Controversial issues when used for inclusion into gifted programs",2011,"Journal for the Education of the Gifted","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879892551&doi=10.1177%2f0162353211417221&partnerID=40&md5=2b33564ce15658a92855b8d6ff4f26d6",Review,Scopus,2-s2.0-84879892551
"Webb P.","USAID's review of food aid quality",2011,"Food and Nutrition Bulletin","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053268760&partnerID=40&md5=1a058c50ed2a69e5b7c0a9fe0146498c",Review,Scopus,2-s2.0-80053268760
"Caddle M.C., Brizuela B.M.","Fifth graders' additive and multiplicative reasoning: Establishing connections across conceptual fields using a graph",2011,"Journal of Mathematical Behavior","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053188646&doi=10.1016%2fj.jmathb.2011.04.002&partnerID=40&md5=e07a294a488604c8f58f5051bcc23b39",Article,Scopus,2-s2.0-80053188646
"Jackendoff R.","What is the human language faculty? two views",2011,"Language","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052860232&partnerID=40&md5=0c7f8b0189bbab24b7714ce0319bf107",Article,Scopus,2-s2.0-80052860232
"Hollander J.B.","Can a city successfully shrink? evidence from survey data on neighborhood quality",2011,"Urban Affairs Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650984414&doi=10.1177%2f1078087410379099&partnerID=40&md5=91b16005365e4c7a0f1cc5a9284eaadb",Article,Scopus,2-s2.0-78650984414
"Pinto S.","Rational Love, Relational Medicine: Psychiatry and the Accumulation of Precarious Kinship",2011,"Culture, Medicine and Psychiatry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960698254&doi=10.1007%2fs11013-011-9224-0&partnerID=40&md5=5127a05372a7c2c3c942bc8a8750a21a",Article,Scopus,2-s2.0-79960698254
"Hollander J.B., Cahill B.","Confronting population decline in the Buffalo, New York, Region: A close reading of the Erie-Niagara framework for regional growth",2011,"Journal of Architectural and Planning Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863478992&partnerID=40&md5=3b0d7487f5c22c581768d76e47544204",Article,Scopus,2-s2.0-84863478992
"Simeonova E.","Out of Sight, out of Mind? natural disasters and pregnancy outcomes in the USA",2011,"CESifo Economic Studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052202775&doi=10.1093%2fcesifo%2fifr005&partnerID=40&md5=e3df547144a570c6455610ca6c65f012",Article,Scopus,2-s2.0-80052202775
"Bansak K.C.","Managing networks of risk: A tailored approach to Iran's biological warfare threat potential",2011,"Bulletin of the Atomic Scientists","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84055217691&doi=10.1177%2f0096340211421471&partnerID=40&md5=a21b115ded067768d6a76a3d11c87284",Article,Scopus,2-s2.0-84055217691
"Payette A., Mascotto G.","""Crafting"" China's energy policy: Toward an inclusive approach to policymaking",2011,"Issues and Studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858988606&partnerID=40&md5=506f23daa7a320c157d5f97b1082e3aa",Article,Scopus,2-s2.0-84858988606
"Leventhal T., Dupéré V.","Moving to Opportunity: Does long-term exposure to 'low-poverty' neighborhoods make a difference for adolescents?",2011,"Social Science and Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051895980&doi=10.1016%2fj.socscimed.2011.06.042&partnerID=40&md5=990a11909e160b75026d984ec254332c",Article,Scopus,2-s2.0-80051895980
"Renzaho A.M.N., Kumanyika S., Tucker K.L.","Family functioning, parental psychological distress, child behavioural problems, socio-economic disadvantage and fruit and vegetable consumption among 412 year-old Victorians, Australia",2011,"Health Promotion International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051710009&doi=10.1093%2fheapro%2fdaq054&partnerID=40&md5=48e5579dda008399705bac68e039106b",Article,Scopus,2-s2.0-80051710009
"Kodish S., Rah J.H., Kraemer K., De Pee S., Gittelsohn J.","Understanding low usage of micronutrient powder in the Kakuma refugee camp, Kenya: Findings from a qualitative study",2011,"Food and Nutrition Bulletin","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052773814&partnerID=40&md5=40ba3815c618cd883c36e6860d53f305",Article,Scopus,2-s2.0-80052773814
"Schwartz A.E., Stiefel L., Rubenstein R., Zabel J.","The path not taken: How does school organization affect eighth-grade achievement?",2011,"Educational Evaluation and Policy Analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961180970&doi=10.3102%2f0162373711407062&partnerID=40&md5=b048ce2d0d80d860ce44b221cd94239a",Article,Scopus,2-s2.0-79961180970
"Gideon C., Gabel D.","Disconnecting: Understanding decline in universal service",2011,"Telecommunications Policy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960694267&doi=10.1016%2fj.telpol.2011.06.006&partnerID=40&md5=8cc153280b9aaf671c8a14f6c9459fa7",Article,Scopus,2-s2.0-79960694267
"Rosenberg I., Tilahun J., Schlossman N., Bagriansky J., Johnson Q., Webb P., Rogers B., Masterson A.R.","Nutritional enhancement of US Title II food aid products",2011,"Food and Nutrition Bulletin","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053259148&partnerID=40&md5=f7e38b38918e8bb0366fb805967fca71",Review,Scopus,2-s2.0-80053259148
"Schlossman N., Webb P., Bagriansky J., Johnson Q., Rogers B., Tilahun J., Masterson A.R.","Enhancing processes for introduction, production, quality assurance, and delivery of US Title II food aid products",2011,"Food and Nutrition Bulletin","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053240067&partnerID=40&md5=bdd22ee0f75b02b59151b3980d585bdc",Review,Scopus,2-s2.0-80053240067
"Rogers B., Webb P., Wanke C., Sadler K., Masterson A.R., Bagriansky J., Schlossman N., Narayan A., Tilahun J.","Selection and use of US Title II food aid products in programming contexts",2011,"Food and Nutrition Bulletin","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053241986&partnerID=40&md5=0a8aefca7d05eaf8ce62d55eeb42b3ae",Review,Scopus,2-s2.0-80053241986
"Rah J.H., De Pee S., Halati S., Parveen M., Mehjabeen S.S., Steiger G., Bloem M.W., Kraemer K.","Provision of micronutrient powder in response to the cyclone sidr emergency in Bangladesh: Crosssectional assessment at the end of the intervention",2011,"Food and Nutrition Bulletin","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052704448&partnerID=40&md5=4ca4bc26e1eaa229cc684dede184c1b3",Article,Scopus,2-s2.0-80052704448
"Carlat D.","'The illusions of psychiatry': An exchange",2011,"New York Review of Books","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961182002&partnerID=40&md5=ad7f99a41f72e553e5c0e1a0446d8bf0",Letter,Scopus,2-s2.0-79961182002
"Akee R.Q., Yazzie-Mintz T.","""Counting experience"" among the least counted: The role of cultural and community engagement on educational outcomes for American Indian, Alaska Native, and Native Hawaiian students",2011,"American Indian Culture and Research Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961081837&partnerID=40&md5=016be42546c413bc70160caab559e7da",Review,Scopus,2-s2.0-79961081837
"Mario C., Rife J.","Integrity and continuity for automated surface conflict-detection monitoring",2011,"ICNS 2011 - Integrated Communications, Navigation and Surveillance Conference: Renovating the Global Air Transportation System, Proceedings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960857701&doi=10.1109%2fICNSURV.2011.5935289&partnerID=40&md5=71549fe341e814ceb466f6d481a0cc03",Conference Paper,Scopus,2-s2.0-79960857701
"Manjapra K.","From imperial to international horizons: A hermeneutic study of bengali modernism",2011,"Modern Intellectual History","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82955222312&doi=10.1017%2fS1479244311000217&partnerID=40&md5=766c91b5491c7d49cb2668ebf9adfa60",Review,Scopus,2-s2.0-82955222312
"Posner B., Simpson E.","The Rethinking Resource Sharing Initiative: Education, advocacy and inspiration for libraries",2011,"Interlending and Document Supply","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052642147&doi=10.1108%2f02641611111164627&partnerID=40&md5=9ff0d7180b4e82fb3507ca293a405aa0",Review,Scopus,2-s2.0-80052642147
"Rule N.O., Ambady N.","Face and fortune: Inferences of personality from Managing Partners' faces predict their law firms' financial success",2011,"Leadership Quarterly","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960454881&doi=10.1016%2fj.leaqua.2011.05.009&partnerID=40&md5=0f2f00046c6fc34d90b3f9be1c1c2aea",Article,Scopus,2-s2.0-79960454881
"Oades-Sese G.V., Li Y.","Attachment relationships as predictors of language skills for at-risk bilingual preschool children",2011,"Psychology in the Schools","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960073472&doi=10.1002%2fpits.20583&partnerID=40&md5=8df249447174060b3cd0b38148e5faeb",Article,Scopus,2-s2.0-79960073472
"Maxwell D., Young H., Jaspars S., Frize J., Burns J.","Targeting and distribution in complex emergencies: Participatory management of humanitarian food assistance",2011,"Food Policy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959319828&doi=10.1016%2fj.foodpol.2011.03.010&partnerID=40&md5=4e8bd2d1368560ad6035d9993072a2d9",Article,Scopus,2-s2.0-79959319828
"Harrison A., Mcmillan M.","Offshoring jobs? Multinationals and U.S. manufacturing employment",2011,"Review of Economics and Statistics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053931889&doi=10.1162%2fREST_a_00085&partnerID=40&md5=a7b1ccf5ab6cb10491b01b38429f31ff",Article,Scopus,2-s2.0-80053931889
"Marti A., Ordovas J.","Epigenetics lights up the obesity field",2011,"Obesity Facts","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960162517&doi=10.1159%2f000329847&partnerID=40&md5=e67a401a8426d050c3334066a0f75b24",Review,Scopus,2-s2.0-79960162517
"Maranci C.","Locating armenia",2011,"Medieval Encounters","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959756400&doi=10.1163%2f157006711X561749&partnerID=40&md5=996e04c4087ba1fd5d635678076db9cd",Article,Scopus,2-s2.0-79959756400
"Drezner D.W.","Does obama have a grand strategy?",2011,"Foreign Affairs","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80755153490&partnerID=40&md5=c7a5e1754cccc36aef497b4722b3b067",Review,Scopus,2-s2.0-80755153490
"Drezner D.W.","Get smart: How to cram for 2012",2011,"Foreign Policy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960478440&partnerID=40&md5=3ed3256ea997dec7bafe2a2f4f5f3a32",Article,Scopus,2-s2.0-79960478440
"Kaplan D., Sauer A., Wilczek E.","Archival description in OAI-ORE",2011,"Journal of Digital Information","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959646006&partnerID=40&md5=98891c6d110db60be824cd38384294df",Article,Scopus,2-s2.0-79959646006
"Telford S.R., Krause P.J.","Babesiosis and Other Protozoan Diseases",2012,"Goldman's Cecil Medicine: Twenty Fourth Edition","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904376653&doi=10.1016%2fB978-1-4377-1604-7.00361-4&partnerID=40&md5=9e90dacc94be9220c39b4d73a08952ad",Book Chapter,Scopus,2-s2.0-84904376653
"Wallin B., Zabel J.","Property tax limitations and local fiscal conditions: The impact of Proposition 2 1/2 in Massachusetts",2011,"Regional Science and Urban Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956275470&doi=10.1016%2fj.regsciurbeco.2011.03.008&partnerID=40&md5=ab1bcc45e61f8e33be1ce5945672f55d",Article,Scopus,2-s2.0-79956275470
"Mason J.B.","Vitamins, Trace Minerals, and Other Micronutrients",2012,"Goldman's Cecil Medicine: Twenty Fourth Edition","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904374365&doi=10.1016%2fB978-1-4377-1604-7.00225-6&partnerID=40&md5=d6149c43d2c7fcfa8671af72f80d4f7d",Book Chapter,Scopus,2-s2.0-84904374365
"Healey C.P.","Updating the SEC's exemptive order process under the investment company act of 1940 to fit the modern era",2011,"George Washington Law Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860293197&partnerID=40&md5=1893923fbaa7444bbc872f66ea317ab8",Review,Scopus,2-s2.0-84860293197
"Tickle-Degnen L., Zebrowitz L.A., Ma H.-I.","Culture, gender and health care stigma: Practitioners' response to facial masking experienced by people with Parkinson's disease",2011,"Social Science and Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959594728&doi=10.1016%2fj.socscimed.2011.05.008&partnerID=40&md5=f7e61e43a19a7f49164ee7c2aaedd3f7",Article,Scopus,2-s2.0-79959594728
"Gordon E., Schirra S., Hollander J.","Immersive planning: A conceptual model for designing public participation with new technologies",2011,"Environment and Planning B: Planning and Design","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958244262&doi=10.1068%2fb37013&partnerID=40&md5=6e104d254ef666dc923399c956a19a07",Review,Scopus,2-s2.0-79958244262
"Jackendoff R.","Alternative Minimalist Visions of Language",2011,"Non-Transformational Syntax: Formal and Explicit Models of Grammar","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885567106&doi=10.1002%2f9781444395037.ch7&partnerID=40&md5=e47f0461fb700a7b54caeb37d7c10b8b",Book Chapter,Scopus,2-s2.0-84885567106
"Campbell S.H.","A survey of the U.S. market for intelligence education",2011,"International Journal of Intelligence and CounterIntelligence","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952416295&doi=10.1080%2f08850607.2011.548207&partnerID=40&md5=bc0290b899242a89dd18cc62416779ff",Article,Scopus,2-s2.0-79952416295
"Maranci C.","Locating Armenia",2011,"Confronting the Borders of Medieval Art","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882717138&doi=10.1163%2f9789004221031&partnerID=40&md5=bc39aab084cb8426c9958532d817b6e1",Book Chapter,Scopus,2-s2.0-84882717138
"Park C.C.","Young children making sense of racial and ethnic differences: A sociocultural approach",2011,"American Educational Research Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955122586&doi=10.3102%2f0002831210382889&partnerID=40&md5=6f1413940a51342e6085aa5c0f133d08",Article,Scopus,2-s2.0-79955122586
"Hofkosh S.","Early photography's late romanticism",2011,"European Romantic Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959603480&doi=10.1080%2f10509585.2011.564450&partnerID=40&md5=be79f95b03f143f468877821f803f652",Conference Paper,Scopus,2-s2.0-79959603480
"Sullivan V.B.","Walter Moyle's Machiavellianism, declared and otherwise, in An Essay upon the Constitution of the Roman Government",2011,"History of European Ideas","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959375766&doi=10.1016%2fj.histeuroideas.2011.01.006&partnerID=40&md5=23a85f5ef4da344ee94efbf545a0be24",Article,Scopus,2-s2.0-79959375766
"Bernard V., Al Anezi R.H., Becker A., Bouchet-Saulnier F., Deletroz A., Durham H., Gnatovskyy M.M., Jia B.B., Kébé A.A., SalmóN E., SassóLI M., Shany Y., Slim H., Solis G.D., Sundar N., Terry F., Walker P.","The new Editorial Board of the International Review of the Red Cross",2011,"International Review of the Red Cross","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858691080&doi=10.1017%2fS1816383112000021&partnerID=40&md5=346a6d35ac26c83db6e4171aab4191b7",Editorial,Scopus,2-s2.0-84858691080
"Daffner K.R., Chong H., Sun X., Tarbi E.C., Riis J.L., Mcginnis S.M., Holcomb P.J.","Mechanisms underlying age- and performance-related differences in working memory",2011,"Journal of Cognitive Neuroscience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953712037&doi=10.1162%2fjocn.2010.21540&partnerID=40&md5=a8e5246e8a6e0ea53ca5f459d963f5a8",Article,Scopus,2-s2.0-79953712037
"Messer E., Cohen M.J.","Understanding and responding to the links between conflict and hunger [Comprendre et réagir aux liens entre les conflits et la faim]",2011,"Development in Practice","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053199992&doi=10.1080%2f09614524.2011.562281&partnerID=40&md5=c566e7feb454c5e170b034d192c68f8c",Article,Scopus,2-s2.0-80053199992
"Hollander J.B., Németh J.","The bounds of smart decline: A foundational theory for planning shrinking cities",2011,"Housing Policy Debate","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80055073009&doi=10.1080%2f10511482.2011.585164&partnerID=40&md5=7ae5de8d1c4bf4d012cf477c071b8386",Article,Scopus,2-s2.0-80055073009
"Evrigenis I.D., Somos M.","Wrestling with Machiavelli",2011,"History of European Ideas","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959375528&doi=10.1016%2fj.histeuroideas.2011.01.002&partnerID=40&md5=6dbe7d9ae74458c3dede94ab827d12b4",Editorial,Scopus,2-s2.0-79959375528
"Peeters L.E.A., Maxwell D.G.","Characteristics and strategies favouring sustained food access during Guinea's food-price crisis [Caractéristiques et stratégies favorables à l'accès soutenu à la nourriture durant la crise des prix des produits alimentaires en guinée]",2011,"Development in Practice","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053211479&doi=10.1080%2f09614524.2011.561285&partnerID=40&md5=079c84430dd8b1e96e41b99bb9585fcd",Review,Scopus,2-s2.0-80053211479
"Roche K.M., Ghazarian S.R., Little T.D., Leventhal T.","Understanding Links Between Punitive Parenting and Adolescent Adjustment: The Relevance of Context and Reciprocal Associations",2011,"Journal of Research on Adolescence","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956012770&doi=10.1111%2fj.1532-7795.2010.00681.x&partnerID=40&md5=d35467e9e129a333e3f3bad696f1e082",Article,Scopus,2-s2.0-79956012770
"Horii N., Guyon A.B., Quinn V.J.","Determinants of delayed initiation of breastfeeding in rural Ethiopia: Programmatic implications",2011,"Food and Nutrition Bulletin","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960168103&partnerID=40&md5=e47c78cb865d9a86d84267d7f19f7991",Article,Scopus,2-s2.0-79960168103
"O'Brien B.A., Wolf M., Miller L.T., Lovett M.W., Morris R.","Orthographic processing efficiency in developmental dyslexia: An investigation of age and treatment factors at the sublexical level",2011,"Annals of Dyslexia","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959198964&doi=10.1007%2fs11881-010-0050-9&partnerID=40&md5=657cbcdf023692f102eb1177baf849dd",Article,Scopus,2-s2.0-79959198964
"Hahs-Vaughn D.L., McWayne C.M., Bulotsky-Shearer R.J., Wen X., Faria A.-M.","Methodological considerations in using complex survey data: An applied example with the head start family and child experiences survey",2011,"Evaluation Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052655997&doi=10.1177%2f0193841X11412071&partnerID=40&md5=88566eea97cc49d499d29e5f79aa8e8c",Article,Scopus,2-s2.0-80052655997
"Brugge D., Hong J.S., Schiff D., Hui C., Moy S., Palella M., Buchner V., Woodin M.","Methodological lessons and pilot data on the effect of proximity of homes and schools to highways on pediatric asthma and lung function",2011,"Reviews on Environmental Health","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959748085&doi=10.1515%2fREVEH.2011.016&partnerID=40&md5=a8063a56b05bf882f6bee468946a72f2",Article,Scopus,2-s2.0-79959748085
"Hahs-Vaughn D.L., McWayne C.M., Bulotsky-Shearer R.J., Wen X., Faria A.-M.","Complex sample data recommendations and troubleshooting",2011,"Evaluation Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052669242&doi=10.1177%2f0193841X11412070&partnerID=40&md5=25bf3a93e3f9d58de0b84a057b06104e",Article,Scopus,2-s2.0-80052669242
"Nadeski K., Paiste M.S., Wiles-Young S., Yongvongpaibul P., Szabo K., Miller A., Ryan C.E., Rogers T., Blythe K.","Reports of Conferences, Institutes, and Seminars",2011,"Serials Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957662846&doi=10.1016%2fj.serrev.2011.03.006&partnerID=40&md5=67eac6b87167125ec775b528af3ddfe0",Conference Paper,Scopus,2-s2.0-79957662846
"Gallagher K.P.","The IMF, capital controls and developing countries",2011,"Economic and Political Weekly","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052205994&partnerID=40&md5=8072e607e75098d2f12b101c56d2459c",Review,Scopus,2-s2.0-80052205994
"Shevel O.","The Politics of memory in a divided society: A comparison of post-Franco Spain and post-Soviet Ukraine",2011,"Slavic Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955565604&partnerID=40&md5=d85b241f1e753b183515d6d1e76eba08",Article,Scopus,2-s2.0-79955565604
"Vecitis K.S.","Young women's accounts of instrumental drug use for weight control",2011,"Deviant Behavior","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956221934&doi=10.1080%2f01639625.2010.480849&partnerID=40&md5=90557b416d3790ce12e687c13664e10c",Article,Scopus,2-s2.0-79956221934
"Weiler K.","""What Happens in the Historian's Head?""",2011,"History of Education Quarterly","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957483084&doi=10.1111%2fj.1748-5959.2011.00334.x&partnerID=40&md5=8b4a2e9a609ec6fff5db2c6c805bb78a",Letter,Scopus,2-s2.0-79957483084
"Johnstone I.","The power of deliberation: International law, politics and organizations",2011,"The Power of Deliberation: International Law, Politics and Organizations","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921261916&doi=10.1093%2facprof%3aoso%2f9780195394931.001.0001&partnerID=40&md5=cf946a65c80f2a9025a85b2da500f025",Book,Scopus,2-s2.0-84921261916
"Barclay E.J., Renshaw C.E., Taylor H.A., Bilge A.R.","Improving decision making skill using an online volcanic crisis simulation: Impact of data presentation format",2011,"Journal of Geoscience Education","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856143547&doi=10.5408%2f1.3543933&partnerID=40&md5=870ed07790a82fcd326a371fc03cd328",Article,Scopus,2-s2.0-84856143547
"Geyer A., Holcomb P.J., Midgley K.J., Grainger J.","Processing words in two languages: An event-related brain potential study of proficient bilinguals",2011,"Journal of Neurolinguistics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79651473814&doi=10.1016%2fj.jneuroling.2010.10.005&partnerID=40&md5=d84c049cfb819d44835a15f440b53779",Article,Scopus,2-s2.0-79651473814
"Morris J., Porter J.H., Grainger J., Holcomb P.J.","Effects of lexical status and morphologicalcomplexity in masked priming: An ERP study",2011,"Language and Cognitive Processes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957580779&doi=10.1080%2f01690965.2010.495482&partnerID=40&md5=900d863be7cb798b5d1b04b2c57b8ac2",Article,Scopus,2-s2.0-79957580779
"White J.M., Kalenderian E., Stark P.C., Ramoni R.L., Vaderhobli R., Walji M.F.","Evaluating a dental diagnostic terminology in an electronic health record",2011,"Journal of Dental Education","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955870580&partnerID=40&md5=480c76b6e3b31955246f9074d76afebf",Article,Scopus,2-s2.0-79955870580
"Spanierman L.B., Oh E., Heppner P.P., Neville H.A., Mobley M., Wright C.V., Dillon F.R., Navarro R.","The multicultural teaching competency scale: Development and initial validation",2011,"Urban Education","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953729089&doi=10.1177%2f0042085910377442&partnerID=40&md5=bd3830594c9c8c37b39ab1119c89543a",Article,Scopus,2-s2.0-79953729089
"Pinto S.","Cultures of the Psyche, Politics of Illness",2011,"A Companion to the Anthropology of India","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885559525&doi=10.1002%2f9781444390599.ch26&partnerID=40&md5=24620c81420c27cfb2ed9616bf4e9a97",Book Chapter,Scopus,2-s2.0-84885559525
"Centner R.","Microcitizenships: Fractious Forms of Urban Belonging after Argentine Neoliberalism",,"International Journal of Urban and Regional Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955121933&doi=10.1111%2fj.1468-2427.2011.01050.x&partnerID=40&md5=35e8ef2e2825781e88de40a3d18a42c7",Article in Press,Scopus,2-s2.0-79955121933
"Freeman J.B., Ambady N., Midgley K.J., Holcomb P.J.","The real-time link between person perception and action: Brain potential evidence for dynamic continuity",2011,"Social Neuroscience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952514284&doi=10.1080%2f17470919.2010.490674&partnerID=40&md5=a2d41550b8a8ba6000b910ccb5d69577",Article,Scopus,2-s2.0-79952514284
"Hollander J.B.","Keeping control: The paradox of scholarly community-based research in community development",2011,"Community Development Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953129638&doi=10.1093%2fcdj%2fbsp062&partnerID=40&md5=4045c7e5d1dd17629b5e8c32fbee2176",Article,Scopus,2-s2.0-79953129638
"Bianconi M.","Transfer programs under alternative insurance schemes and liquidity constraints",2011,"Journal of International Trade and Economic Development","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951835984&doi=10.1080%2f09638199.2011.538222&partnerID=40&md5=599b81ec9a421d33b7abb5515c147a4f",Article,Scopus,2-s2.0-79951835984
"Martinez L.S., Ndulue U., Peréa F.C.","Nuestro furturo saludable: Connecting public health research and community development in partnership to build a healthy environment",2011,"Community Development","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959516522&doi=10.1080%2f15575330.2011.558206&partnerID=40&md5=ceda46d2d884d92bb8b454538eec4ff4",Article,Scopus,2-s2.0-79959516522
"Reed T.S., Bodine W.A.","Sideline management of anaphylaxis in an athlete",2011,"Simulation in Healthcare","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955474351&doi=10.1097%2fSIH.0b013e318214ce7d&partnerID=40&md5=5ccea431e6f16eb18b306119c1e30c94",Article,Scopus,2-s2.0-79955474351
"Baumeister R.F., Masicampo E.J., Nathan Dewall C.","Arguing, reasoning, and the interpersonal (cultural) functions of human consciousness",2011,"Behavioral and Brain Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864738543&doi=10.1017%2fS0140525X10002785&partnerID=40&md5=a4c315fbfdcc1fff8628efb07fb67b9a",Review,Scopus,2-s2.0-84864738543
"Stites E.","A question of access: Women and food security",2011,"Land of the Unconquerable: The Lives of Contemporary Afghan Women","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887761251&partnerID=40&md5=17d04996428feeacc17a10405377bc8b",Book Chapter,Scopus,2-s2.0-84887761251
"Vogel R.M.","Hydromorphology",2011,"Journal of Water Resources Planning and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952319092&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000122&partnerID=40&md5=6644d338600f1a6be13975fdd7db509e",Editorial,Scopus,2-s2.0-79952319092
